course_id,course_name,section_id,session,days/times,dates,instructor,status
SCHOLUA10126161,SCHOL-UA 10 - Freshman Scholars Seminar,Section: 003-SEM (7615),Session: Regular Academic Session,Days/Times: Th 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Anasse Bari,Status: Open
SCHOLUA10126161,SCHOL-UA 10 - Freshman Scholars Seminar,Section: 004-SEM (7616),Session: Regular Academic Session,Days/Times: Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm,Dates: 02/11/2020 - 02/11/2020 02/25/2020 - 02/25/2020 03/10/2020 - 03/10/2020 03/31/2020 - 03/31/2020 04/14/2020 - 04/14/2020 04/28/2020 - 04/28/2020,Instructor: Patrick Eichenberger,Status: Open
SCHOLUA10126161,SCHOL-UA 10 - Freshman Scholars Seminar,Section: 005-SEM (7617),Session: Regular Academic Session,Days/Times: Mo 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Patrick H Deer,Status: Open
SCHOLUA10126161,SCHOL-UA 10 - Freshman Scholars Seminar,Section: 006-SEM (7618),Session: Regular Academic Session,Days/Times: Mo 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jay Garcia,Status: Open
SCHOLUA20126162,SCHOL-UA 20 - Sophomore Scholars Seminar,Section: 001-SEM (7619),Session: Regular Academic Session,Days/Times: Tu 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Sarah J Pearce,Status: Open
SCHOLUA20126162,SCHOL-UA 20 - Sophomore Scholars Seminar,Section: 002-SEM (7620),Session: Regular Academic Session,Days/Times: Th 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Helen L Theodoratou,Status: Open
SCHOLUA20126162,SCHOL-UA 20 - Sophomore Scholars Seminar,Section: 003-SEM (7621),Session: Regular Academic Session,Days/Times: Th 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Rebecca Anne Goetz,Status: Open
SCHOLUA20126162,SCHOL-UA 20 - Sophomore Scholars Seminar,Section: 004-SEM (7622),Session: Regular Academic Session,Days/Times: We 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Renee A Blake,Status: Open
SCHOLUA20126162,SCHOL-UA 20 - Sophomore Scholars Seminar,Section: 006-SEM (7623),Session: Regular Academic Session,Days/Times: We 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Claude Desplan,Status: Open
SCHOLUA20126162,SCHOL-UA 20 - Sophomore Scholars Seminar,Section: 007-SEM (8767),Session: Regular Academic Session,Days/Times: Mo 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Maria L Davila,Status: Open
SCHOLUA20126162,SCHOL-UA 20 - Sophomore Scholars Seminar,Section: 009-SEM (7624),Session: Regular Academic Session,Days/Times: Mo 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Andrew Bell,Status: Open
SCHOLUA30126163,SCHOL-UA 30 - Junior Scholars Seminar,Section: 001-LEC (7625),Session: Regular Academic Session,Days/Times: We 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Brooke Kroeger,Status: Open
SCHOLUA30126163,SCHOL-UA 30 - Junior Scholars Seminar,Section: 002-LEC (7626),Session: Regular Academic Session,Days/Times: Th 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard J Kalb,Status: Open
SCHOLUA30126163,SCHOL-UA 30 - Junior Scholars Seminar,Section: 003-LEC (23621),Session: Regular Academic Session,Days/Times: We 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Lynne Haney,Status: Open
SCHOLUA30126163,SCHOL-UA 30 - Junior Scholars Seminar,Section: 004-LEC (23622),Session: Regular Academic Session,Days/Times: Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm Tu 6:20pm - 7:35pm,Dates: 02/04/2020 - 02/04/2020 02/18/2020 - 02/18/2020 03/03/2020 - 03/03/2020 03/24/2020 - 03/24/2020 04/07/2020 - 04/07/2020 04/21/2020 - 04/21/2020,Instructor: Patrick Eichenberger,Status: Open
SCHOLUA30126163,SCHOL-UA 30 - Junior Scholars Seminar,Section: 005-LEC (23623),Session: Regular Academic Session,Days/Times: Mo 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jasna Brujic,Status: Open
SCHOLUA40126164,SCHOL-UA 40 - Seniors Scholars Seminar,Section: 001-LEC (7627),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
SCHOLUA40126164,SCHOL-UA 40 - Seniors Scholars Seminar,Section: 002-LEC (7628),Session: Regular Academic Session,Days/Times: TBA,Dates: 01/27/2020 - 05/11/2020,Instructor: Staff,Status: Open
CHEMUA120203625,CHEM-UA 120 - Introduction to Modern Chemistry,Section: 001-LEC (8733),Session: Regular Academic Session,Days/Times: Fr 9:30am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Ronald Callahan,Status: Open
CHEMUA120203625,CHEM-UA 120 - Introduction to Modern Chemistry,Section: 202-LAB (8735),Session: Regular Academic Session,Days/Times: Fr 2:15pm - 4:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Jiaqi Lu,Status: Open
CHEMUA120203625,CHEM-UA 120 - Introduction to Modern Chemistry,Section: 203-LAB (8736),Session: Regular Academic Session,Days/Times: Fr 2:15pm - 4:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Chufan Yang,Status: Open
CHEMUA120203625,CHEM-UA 120 - Introduction to Modern Chemistry,Section: 204-LAB (8802),Session: Regular Academic Session,Days/Times: Fr 2:15pm - 4:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Chengyuan Wang,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 001-LEC (7728),Session: Regular Academic Session,Days/Times: TuTh 9:30am - 10:45am Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020 02/28/2020 - 02/28/2020 04/03/2020 - 04/03/2020,Instructor: Malgorzata Mandziuk, Richard Orr,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 101-RCT (10154),Session: Regular Academic Session,Days/Times: We 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard Orr,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 102-RCT (7729),Session: Regular Academic Session,Days/Times: We 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard Orr,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 104-RCT (7731),Session: Regular Academic Session,Days/Times: We 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Richard Orr,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 105-RCT (9908),Session: Regular Academic Session,Days/Times: We 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Eman Ahmed,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 202-LAB (7735),Session: Regular Academic Session,Days/Times: Th 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Chengyuan Wang,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 206-LAB (7739),Session: Regular Academic Session,Days/Times: Th 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Anna Yusov,Status: Open
CHEMUA125153325,CHEM-UA 125 - General Chemistry I & Laboratory,Section: 212-LAB (7744),Session: Regular Academic Session,Days/Times: Fr 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Song Xia,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 001-LEC (7745),Session: Regular Academic Session,Days/Times: MoWe 8:00am - 9:15am Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020 02/28/2020 - 02/28/2020 04/03/2020 - 04/03/2020,Instructor: John Michael Halpin, Stephanie Geggier,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 104-RCT (7749),Session: Regular Academic Session,Days/Times: Fr 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Burt Goldberg,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 105-RCT (19843),Session: Regular Academic Session,Days/Times: Fr 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Eric Anthony Chen,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 106-RCT (19845),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Aweon Richards,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 110-RCT (7753),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Burt Goldberg,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 112-RCT (7755),Session: Regular Academic Session,Days/Times: Fr 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Malgorzata Mandziuk,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 113-RCT (7756),Session: Regular Academic Session,Days/Times: Fr 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Yoel Ohayon,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 115-RCT (7758),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Yoel Ohayon,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 118-RCT (7760),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Alan Robledo,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 119-RCT (7761),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Burt Goldberg,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 207-LAB (7765),Session: Regular Academic Session,Days/Times: Mo 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Patrick Tate,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 214-LAB (7772),Session: Regular Academic Session,Days/Times: Tu 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Alexa Paris Harnagel,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 215-LAB (7773),Session: Regular Academic Session,Days/Times: Tu 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Willmor J Pena Ccoa,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 217-LAB (7775),Session: Regular Academic Session,Days/Times: Tu 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Qintian Zhou,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 221-LAB (7777),Session: Regular Academic Session,Days/Times: Tu 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Maggie Chuying Zheng,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 222-LAB (7778),Session: Regular Academic Session,Days/Times: Tu 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Hengyu Zhou,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 223-LAB (7779),Session: Regular Academic Session,Days/Times: Tu 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Aweon Richards,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 224-LAB (7780),Session: Regular Academic Session,Days/Times: Tu 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Subarna Sasmal,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 225-LAB (7781),Session: Regular Academic Session,Days/Times: We 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Stephanie Geggier,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 226-LAB (7782),Session: Regular Academic Session,Days/Times: We 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Samuel Charles Epstein,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 231-LAB (20338),Session: Regular Academic Session,Days/Times: We 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Khoi Bao Luu,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 232-LAB (9137),Session: Regular Academic Session,Days/Times: We 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Daisuke Robert Kuroshima,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 233-LAB (9138),Session: Regular Academic Session,Days/Times: We 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Thu Thi Minh Nguyen,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 234-LAB (7783),Session: Regular Academic Session,Days/Times: We 2:30pm - 6:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Eric Anthony Chen,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 237-LAB (7785),Session: Regular Academic Session,Days/Times: Th 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Yoel Ohayon,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 238-LAB (7786),Session: Regular Academic Session,Days/Times: Th 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Shihao Zang,Status: Open
CHEMUA126153326,CHEM-UA 126 - General Chemistry II & Laboratory,Section: 240-LAB (20341),Session: Regular Academic Session,Days/Times: Th 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Brismar Pinto-Pacheco,Status: Open
CHEMUA140227003,CHEM-UA 140 - Mathematics of Chemistry,Section: 001-LEC (9715),Session: Regular Academic Session,Days/Times: TuTh 6:20pm - 7:35pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Malgorzata Mandziuk,Status: Open
CHEMUA140227003,CHEM-UA 140 - Mathematics of Chemistry,Section: 101-RCT (9716),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Malgorzata Mandziuk,Status: Open
CHEMUA210203626,CHEM-UA 210 - Principles of Organic and Biological Chemistry and Laboratory,Section: 001-LEC (8738),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Ronald Callahan,Status: Open
CHEMUA210203626,CHEM-UA 210 - Principles of Organic and Biological Chemistry and Laboratory,Section: 201-LAB (8739),Session: Regular Academic Session,Days/Times: Fr 2:15pm - 4:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicolle Skye Jackson,Status: Open
CHEMUA210203626,CHEM-UA 210 - Principles of Organic and Biological Chemistry and Laboratory,Section: 202-LAB (8740),Session: Regular Academic Session,Days/Times: Fr 2:15pm - 4:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Brock Matthew Nelson,Status: Open
CHEMUA210203626,CHEM-UA 210 - Principles of Organic and Biological Chemistry and Laboratory,Section: 203-LAB (8741),Session: Regular Academic Session,Days/Times: Fr 2:15pm - 4:30pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Marysol Finkenberg,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 001-LEC (7788),Session: Regular Academic Session,Days/Times: TuTh 2:00pm - 3:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Marcus Weck, Petra Tosovska,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 105-RCT (9486),Session: Regular Academic Session,Days/Times: We 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Thomas Edward Anderson,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 201-LAB (7793),Session: Regular Academic Session,Days/Times: Fr 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Yuge Chun,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 202-LAB (7794),Session: Regular Academic Session,Days/Times: Fr 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Thomas Edward Anderson,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 203-LAB (7795),Session: Regular Academic Session,Days/Times: Fr 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Tongil Aristide Ko,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 206-LAB (7798),Session: Regular Academic Session,Days/Times: Fr 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Andrea Nikole Sanchez, Patrick Tate,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 208-LAB (7800),Session: Regular Academic Session,Days/Times: Th 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Tongil Aristide Ko,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 213-LAB (18945),Session: Regular Academic Session,Days/Times: Mo 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Benjamin Ben-Zvi,Status: Open
CHEMUA225153328,CHEM-UA 225 - Organic Chemistry I & Laboratory,Section: 214-LAB (18946),Session: Regular Academic Session,Days/Times: Mo 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas Gregory Angelo,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 001-LEC (7803),Session: Regular Academic Session,Days/Times: TuTh 8:00am - 9:15am Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020 02/21/2020 - 02/21/2020 03/27/2020 - 03/27/2020 04/24/2020 - 04/24/2020,Instructor: John Henssler, Maitland Jones,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 002-LEC (9281),Session: Regular Academic Session,Days/Times: TuTh 11:00am - 12:15pm Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm Fr 2:00pm - 4:00pm,Dates: 01/27/2020 - 05/11/2020 02/21/2020 - 02/21/2020 03/27/2020 - 03/27/2020 04/24/2020 - 04/24/2020,Instructor: John Henssler, Maitland Jones,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 101-RCT (7804),Session: Regular Academic Session,Days/Times: Fr 8:00am - 9:15am,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas Gregory Angelo,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 102-RCT (7805),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Thomas John Kwok,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 103-RCT (7806),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Thomas John Kwok,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 104-RCT (7807),Session: Regular Academic Session,Days/Times: Fr 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Thomas John Kwok,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 107-RCT (7808),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Hong Zhao,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 108-RCT (7809),Session: Regular Academic Session,Days/Times: Fr 12:30pm - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas Gregory Angelo,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 110-RCT (7811),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas Gregory Angelo,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 111-RCT (7812),Session: Regular Academic Session,Days/Times: Fr 11:00am - 12:15pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Nicholas Gregory Angelo,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 114-RCT (7814),Session: Regular Academic Session,Days/Times: Fr 9:30am - 10:45am,Dates: 01/27/2020 - 05/11/2020,Instructor: Hong Zhao,Status: Open
CHEMUA226153329,CHEM-UA 226 - Organic Chemistry II & Laboratory,Section: 201-LAB (7815),Session: Regular Academic Session,Days/Times: Tu 9:30am - 1:45pm,Dates: 01/27/2020 - 05/11/2020,Instructor: Hong Zhao,Status: Open
